name,address,hash,license,date,compiler,evm,transactions,balance,length
DharmaDaiPrototype0,0x4fdf373a61495ec20b6bf4d4f9e218cab8e10789,2d5f7ae1e15a9c14,MIT,2020-01-13_03-28-45,v0.5.11+commit.c082d0b4,Default,3,0,5979
Ev5,0xcbcbed289f221439198921b9fa2b1f3ee4fe46a3,3274541052d8dcf9,MIT,2019-11-02_23-31-58,v0.5.11+commit.c082d0b4,Default,6,0,15959
Bidder,0xf666978865de6de3fa2ae3f3c5911c88127f8904,59cc84c23c318945,GNU GPLv3,2020-03-16_17-10-03,v0.5.14+commit.1f1aaa4,Default,15,0,11713
ConfidenceCoin,0xbad3b88a486ad9db67f329017b83a7617921c562,1b84c3abb56e9f88,MIT,2019-08-12_19-43-29,v0.5.0+commit.1d4f565a,Default,10,0,7298
Allocator,0x6f364f1e26c350129f3eabf9139ff1e51d569285,225c807886349b0a,MPL-2.0,2020-06-05_07-40-50,v0.5.17+commit.d19bba13,Default,22,0,11743
ALTESFINANCEGROUP,0x8313675d1405f3f7aee3da9d63e0bf5c30c75832,4bc4c522c5b42ad5,GNU GPLv2,2019-11-14_12-42-51,v0.4.25+commit.59dbf8f1,Default,3571,5171917113679747,5574
Storage,0xa0e0f7f26842b319ee6580f1a903f5d06e9f5bdc,ddd9027c8db6f,GNU GPLv3,2019-08-09_11-47-16,v0.5.10+commit.5a6ea5b1,Default,15,0,470
MainToken,0x964adc976c576E7ACEC86fcdaEf28D1b09e8ea81,23e7f7cda13c23e7,GNU GPLv3,2019-08-20_09-57-39,v0.4.24+commit.e67f0147,Default,626,0,6701
GX_Development_Funds,0x3e492f5388f99e31ae9505c4bdbd1e698e2f1905,635528b60f9a65f2,MIT,2019-09-20_08-49-55,v0.5.7+commit.6da8b019,Default,1,0,587
StibcoMultiSigWallet,0x5F4599A9512372552d2b3AbEeB9F9095C7514576,2485076326872c83,MIT,2019-12-17_07-58-38,v0.4.24+commit.e67f0147,Default,58,10000000000000000,18773
digitalNotary,0xc0bd65a0b8d5242bd026fc1659c025af29c0e68d,7f0dc885746bd68c,GNU GPLv3,2020-05-07_11-33-49,v0.6.7+commit.b8d736ae,Default,2,0,2230
TAIT,0x91eb270469976168bc099b25cf02838c29656aab,28347ba28fcad12b,MIT,2020-01-27_03-12-24,v0.5.13+commit.5b0b510c,Default,18,0,17926
USDNT,0x726a451e84db1d29e9cdb5323434c684acdce420,3c8d8ae469be0c66,MIT,2019-12-08_04-44-00,v0.5.0+commit.1d4f565a,Default,10,0,23849
GX_Team_Funds,0x033cfadab259da77e02d037c4341ee66e1b6b2f0,3d0e589da20b1952,MIT,2019-09-20_08-36-11,v0.5.7+commit.6da8b019,Default,1,0,587
Blocklock,0x533Da53d2cf270056B8427D1A5812FFe2cDCa2dB,527772c2c909173d,GNU GPLv3,2020-01-22_00-46-12,v0.5.12+commit.7709ece9,Default,1,0,984
DssLaunchSpell,0xf44113760c4f70afeeb412c63bc713b13e6e202e,35d93a9be51a5d75,GNU GPLv3,2019-11-15_16-23-20,v0.5.12+commit.7709ece9,Default,83,0,1861
InstaVaultCompBridge,0xa7f7ca4c2eb9433d7495120bef13798ab427517c,7bb9e283f2588991,MIT,2019-12-01_17-50-36,v0.5.8+commit.23d335f2,Default,1,0,19005
InstaMakerCompBridge,0x2d4e745b8120909b08406c3f1e4ad4dde2939746,682ce0ee780a7aeb,MIT,2019-09-16_22-02-14,v0.5.8+commit.23d335f2,Default,1,0,14808
BPool,0xe5d1fab0c5596ef846dcc0958d6d0b20e1ec4498,3b0dc14d63564ddd,GNU GPLv3,2020-02-28_03-30-45,v0.5.12+commit.7709ece9,Default,121,0,22537
MaiProtocol,0xC73c11be38291C7702e709f8d8196cD533439777,5e3b0048f14da744,Apache-2.0,2019-12-06_13-50-53,v0.5.2+commit.1df8f40c,Default,23,0,16063
TokenERC20,0x786a105d6b23592a4a16c19e8785c5689db7c926,681088f60b17622a,MIT,2020-01-25_05-26-40,v0.4.16+commit.d7661dd9,Default,46,0,4211
MintingPool,0xcc41A21aB3F272db324182E6A71F25A2F3041bE3,20f4f33927a32b90,Apache-2.0,2019-12-06_08-06-31,v0.5.2+commit.1df8f40c,Default,7,0,8112
NIKE,0xff7c8e188d6b3a1b5551845dca05648d6a246fe5,3052f05d2ee37485,MIT,2020-05-07_14-28-38,v0.4.26+commit.4563c3fc,Default,216,0,2537
P2WSH,0x2e94867c5ab030ff3dec8069ad1aac2de4d9e363,21d6357a12dc1b55,MIT,2020-02-24_18-20-07,v0.5.10+commit.5a6ea5b1,Default,1,0,5775
overflow,0x074544d3ab4026f7b4f107a3f5f320fca9c5709f,5128f437866329e9,MIT,2020-03-04_13-43-05,v0.5.10+commit.5a6ea5b1,Default,23,0,15672
CompoundMonitor,0xfa849a1c5fc35a2c8d37f5ee690aea80496508c9,55b5302cfb8c4673,MIT,2020-04-21_14-04-36,v0.5.17+commit.d19bba13,Default,5,0,8038
ROOT,0x45f2ab0ca2116b2e1a70bf5e13293947b25d0272,2c46cfc7e973859f,GNU GPLv3,2019-12-17_01-24-25,v0.5.13+commit.5b0b510c,Default,372,0,2811
HEX_TOKEN,0x3ef0225882b6154bfe27c6c7bcadca02f5f83b35,25c21f3dc82e7b01,MIT,2019-12-03_18-06-48,v0.5.13+commit.5b0b510c,Default,1,0,21050
STO,0x3F1850a7df82a50eC34ca2265Ba843d728fcf41F,3c082f1db1537f0e,MIT,2019-10-04_14-57-05,v0.5.12+commit.7709ece9,Default,1,0,6423
ConsensusUSD,0x9051795aB42712890A8A705bC7c14F116A4CCC87,1dbb0b53ba71df63,MIT,2020-04-22_00-14-47,v0.6.6+commit.6c089d02,Default,5,0,7086
MAIUSD,0x13110480c3c83ad103159ca239d82feb7a9b1a45,7a52ddd4643d8e31,MIT,2019-07-30_09-20-03,v0.4.17+commit.bdeb9e52,Default,2,0,10524
DolomiteMarginProtocol,0x69fb5f70bedc6b14a2c89fbdfbb687d9022bc441,572065f3e2c9fb7c,Apache-2.0,2019-12-20_23-02-27,v0.5.7+commit.6da8b019,Default,136,0,14610
RedemptionScript,0x5bFFc2900258C392FF6107f9B37cf743EB3a5E95,225be671b6150a1,MIT,2020-05-15_16-50-53,v0.5.17+commit.d19bba13,Default,1,0,1048
TokensView,0xcf5e0469e9a31fe22671745f9af6a2763a0b1ca5,5f015b7b314bd95c,MIT,2019-08-30_14-28-46,v0.5.11+commit.c082d0b4,Default,1,0,3127
DharmaReserveManagerV2Staging,0x199f7fcfae24c413897be8ab5477950847cd3f0f,7f63dbe012fd7bd3,MIT,2020-02-27_19-41-48,v0.5.11+commit.c082d0b4,Default,10,0,9672
DharmaKeyRingUpgradeBeaconController,0x00000000011df015e8ad00d7b2486a88c2eb8210,459adfa191b0b33f,MIT,2019-10-05_16-27-13,v0.5.11+commit.c082d0b4,Default,3,0,2199
Oracle,0xc9c61e5ec1b7e7af5ccb91b6431733de6d62cac3,5119526c25afe67f,GNU GPLv3,2020-02-14_22-45-13,v0.5.15+commit.6a57276f,Default,6,0,4316
Instafinex_V1,0x3082f7838cd70ef3d2344499ff428eb42a5f5092,265200dd88ac0df5,MIT,2019-08-29_12-58-00,v0.5.1+commit.c8a2cb62,Default,178,158000000000000000,14900
FundsForwarderFactory,0xa04d4f31c2aaceae21279f4c1143741625d79efb,51c28d9516889b84,MIT,2019-11-04_22-11-57,v0.4.24+commit.e67f0147,Default,19,0,3572
CARBON,0xb577d5983da6773ce3bbaf9cd7a15cf82ebbcb01,29b47e1cacdbdabf,MIT,2019-10-02_01-43-54,v0.5.1+commit.c8a2cb62,Default,1,0,8682
yDAI,0xc2cb1040220768554cf699b0d863a3cd4324ce32,1a0c0664bad72972,MIT,2020-02-25_08-19-39,v0.5.12+commit.7709ece9,Default,242,0,24550
WrapConversionRate,0x59a413b0dc16a6be63b351bf4dec73faa6850bff,c87050b351e57e0,MIT,2019-10-30_09-34-01,v0.4.18+commit.9cf6e910,Default,2,0,6523
EtherBootstrapInterestModel,0x3903704e832248929c06a10aaac0a12bc1234c74,16a4a3e757d2cbb6,Apache-2.0,2019-09-10_11-22-32,v0.5.8+commit.23d335f2,Default,1,0,230
UniswapTradeExample,0xc3f9498f63e292c6c3d3468dea3c7099a94eac16,61138049932d97b1,MIT,2020-04-18_10-52-34,v0.4.26+commit.4563c3fc,Default,1,0,1021
STARK_Friendly_Hash_Challenge_GMiMC_erf_S45b,0x9682f4a6a3786c1DB1FF7723e88daCD60f677D3c,180e61d3a1001a21,Apache-2.0,2019-09-19_22-11-43,v0.5.11+commit.c082d0b4,Default,3,0,5251
WithdrawTokenProxy,0x86fd9f5988a4d2335d37a0daece48069ae2f3432,3f17f1e668230540,MIT,2020-05-14_10-24-02,v0.5.17+commit.d19bba13,Default,1,0,480
InstaCompoundResolver,0xe2d035519f0247ed4b946f0ab74e8347052c020f,6791a68998aa1d02,MIT,2020-03-20_15-41-36,v0.6.0+commit.26b70077,Default,1,0,3649
WQB,0xa2f611e84174ec3f8d19909c0a62fa44145aa0bc,7fac0348c2b352d9,MIT,2020-06-02_07-29-33,v0.4.24+commit.e67f0147,Default,4,0,5775
Oracle,0x8fc8aa0ac524b31ddf0f5ee6331fae02550ae266,4abccaa533ecce56,MIT,2019-08-26_16-05-32,v0.4.24+commit.e67f0147,Default,12,0,7434
MainToken,0xd10c82d129d7f7ec317648914590162be3287d3b,32506de808ad3f7d,GNU GPLv3,2019-10-14_19-21-08,v0.4.24+commit.e67f0147,Default,1958,0,6701
CommunityOracle,0x277aee1ecba0034d24b9dfac5c866ff696fec087,40644c0890b1e50,MIT,2020-04-21_12-38-00,v0.6.2+commit.bacdbe57,Default,1,0,3343
ILLUSION,0xe7784e23c57ec4c7e34f5b659fc198b3e3f65ebb,52e0e8bac23b8d6f,MIT,2019-08-08_23-54-11,v0.4.25+commit.59dbf8f1,Default,464,0,9801
PreCoordinator,0x0563fc575d5219c48e2dfc20368fa4179cdf320d,8919775ed931a48,MIT,2019-12-09_22-20-40,v0.5.13+commit.5b0b510c,Default,4,0,10594
InflationToken,0x4ab524df43bec3cb130024c5196db0915c61f40c,1d74eec93c638f96,MIT,2020-02-18_17-56-41,v0.5.0+commit.1d4f565a,Default,2,0,10716
TokenERC20,0x47d9d899bFb70CC53634e0Cd7eEa105217aD1649,17c8f62a5d319f38,GNU GPLv3,2020-03-03_14-09-28,v0.4.26+commit.4563c3fc,Default,1,0,4307
XION,0xe5748911482a173bbb8cc5bf333cd9fbd4e68067,343342025274084d,MIT,2020-06-08_17-21-36,v0.4.24+commit.e67f0147,Default,50,0,5775
MCDFlashLoanTaker,0x5249668021d5cb23f86e08c110dea0cade535ddd,54d28757c2553feb,MIT,2020-03-06_12-30-22,v0.5.16+commit.9c3226ce,Default,1,0,13293
yCurveZapSwapV4,0xbd80128c7aa14d376a3c71eb04720bdf40602324,2522bf384dffd937,MIT,2020-03-02_13-02-37,v0.5.12+commit.7709ece9,Default,3,0,18372
BankToken,0x3FE210919CD8dEE241AeFC0FeDc65628FFe9495A,649e3fa925a051bd,MIT,2019-08-30_11-44-55,v0.4.24+commit.e67f0147,Default,49,0,8430
Token,0xa60830277aa76a1f9adabf9f78dc339788d0be4e,5dd56116801d305c,MIT,2020-06-04_14-57-33,v0.6.8+commit.0bbfe453,Default,1,0,2747
Proxy4DAPP,0x2149984f403befaa4815d31630f4021c95511c8a,605e0842f920919b,MIT,2020-02-11_21-12-38,v0.6.2+commit.bacdbe57,Default,2,0,6836
DigitalDollarRetainerFactory,0x985b201089ac678ee777d5e3734c0ca94e6c5fa4,4841f8f31ab15df8,MIT,2019-10-11_18-03-51,v0.4.26+commit.4563c3fc,Default,1,0,6588
KlerosGovernor,0x81dcc6246fe261035ffee91cd975faf3d3f3375f,7709aaafcae9eb43,MIT,2020-05-08_20-28-42,v0.4.25+commit.59dbf8f1,Default,9,0,21870
LastBuy_beta_2,0x994e9a9646e9f261965f0469187becd0696b1dde,456b2a52a0e92b6f,MIT,2020-02-28_14-54-14,v0.5.12+commit.7709ece9,Default,86,0,3613
Cat,0x78f2c2af65126834c51822f56be0d7469d7a523e,558975bc6ba39440,GNU GPLv3,2019-11-18_18-15-23,v0.5.12+commit.7709ece9,Default,3638,0,6186
FlyingToken,0x1a0e82b03130b4fdf8cfba3c41dd7b5e3749ec96,6ef9b21a5e2031d3,MIT,2020-05-01_16-22-53,v0.4.23+commit.124ca40d,Default,34,0,6963
yDAI,0x22b3dc63a74620b1caa8be9d3b50a7de461a8346,5f724152c97e7a0,MIT,2020-01-30_02-04-40,v0.5.12+commit.7709ece9,Default,15,0,24392
WAVE,0xd1b1526792ad0bc88e962a2431bc2e374ab6eaba,4fb98327ce78f966,MIT,2019-10-02_22-48-49,v0.5.1+commit.c8a2cb62,Default,1,0,5534
OrchidDirectory,0x918101FB64f467414e9a785aF9566ae69C3e22C5,728e5097d2071c4,GNU GPLv3,2019-12-09_07-29-32,v0.5.13+commit.5b0b510c,Default,36,0,5640
standardTokenFactoryMaker,0x4d5d765cca7542bbf650a33f281029f2d5369a0e,375437c338cf40b5,MIT,2020-03-04_19-02-14,v0.5.13+commit.5b0b510c,Default,7,0,17667
RsaBounty,0x754e0b614b7359b22cf22458530798242d564560,7afb5d8127e930b3,MIT,2020-02-20_19-00-35,v0.5.16+commit.9c3226ce,Default,2,0,6048
DharmaReserveManagerV2Staging,0xc8d119e6f23b8d88a5b82e711c2e7bd12b1ca0c4,40ea0a023b02b72,MIT,2020-02-27_20-48-04,v0.5.11+commit.c082d0b4,Default,197,0,9672
InstaSave,0xafb5b6e1aae202857d95356709c0a4e74c5f48c6,552881871c530419,MIT,2019-09-22_06-14-31,v0.5.8+commit.23d335f2,Default,1,0,10989
RToken,0x2a3ba5E280F70A6C4C6FE4fA7b4d09D496f3296a,3500b6440719accb,MIT,2019-10-18_13-50-52,v0.5.11+commit.c082d0b4,Default,1,0,18120
WVD,0x046ed2df4e9165fb3d7c7a3f5a161e53291b7fbb,22c295fa5c953921,Unlicense,2020-04-18_05-11-47,v0.4.25+commit.59dbf8f1,Default,1,0,4818
CompoundSubscriptions,0x131bea5c6679b9df528de29ba9b8f91ced3919af,5b5b1fe9fc065097,MIT,2020-04-27_13-54-57,v0.5.17+commit.d19bba13,Default,1,0,4536
ZrxAdapter,0x42F21fBD1C8711b2EdD0853f98feD73E6A5d280D,4063630a5b0289b9,GNU LGPLv3,2020-04-07_11-32-57,v0.6.5+commit.f956cc89,Default,1,0,618
KOLVote,0x0946e36C2887025c389EF85Ea5f9150E0BEd4D69,5d061f17c730b757,MIT,2019-12-11_09-03-47,v0.4.23+commit.124ca40d,Default,10000,0,20945
FDT_ERC20ExtensionFactory,0xc0a93b4e88e8d9c6cabf565d19aa321d059f89fc,338d9850e68d59d4,MIT,2019-11-24_20-02-40,v0.5.9+commit.e560f70d,Default,2,0,13333
BinaryArbitrableProxy,0x135c573503f70dc290b1d60fe2e7f7eb114febd6,a56f8d12dad3cc2,MIT,2020-03-30_17-41-38,v0.6.4+commit.1dca32f3,Default,71,420000000000000000,9076
CheezyExchange,0x219e0e991d82a58402eb522bf6eaf82807182d8f,4d1547d96041863,GNU GPLv3,2019-10-20_20-33-43,v0.5.12+commit.7709ece9,Default,18,0,17382
Trader,0x1f702f23d315b5aaf2c66eebb5aeea5e7af275c1,74480954905b5464,MIT,2020-04-28_11-46-57,v0.4.26+commit.4563c3fc,Default,14,0,3763
SmartBitPoint,0x371128cd849cee2e4b10f1883319e66ebf2c70b9,6a4be15a8a696386,MIT,2020-03-11_22-00-53,v0.5.7+commit.6da8b019,Default,2,0,6230
SimpleRestrictedFDT,0xe042c280dee8a5a39269a849d00b602a1985a185,69ac1464cb47683c,MIT,,v0.5.14+commit.1f1aaa4,Default,0,0,17132
MEYToken,0x09ab0089e07dec0ba71153cd818c44bd29562129,263dc3bbcd96350b,MIT,2020-02-04_04-33-26,v0.4.25+commit.59dbf8f1,Default,2,0,2489
Finder,0x40f941E48A552bF496B154Af6bf55725f18D77c3,3b906bcf64c9f5ac,GNU GPLv3,2020-01-09_15-42-21,v0.5.13+commit.5b0b510c,Default,6,0,2178
CrowdsaleBluemoon,0x813391B1ecFc422118a49324a13eD41b2fAE063C,418a5510326528de,MIT,,v0.5.7+commit.6da8b019,Default,0,0,2770
MindsyncDevTeam,0x5497c008cca91cf8c3e597c47397f4643f7be432,5e7182f8fff51b67,Apache-2.0,2019-10-21_11-28-06,v0.5.12+commit.7709ece9,Default,2,0,2438
GooglierToken,0x322b138e694f587cab2d70b99f14ddf0bab22747,57d211f05ab5b6ff,GNU GPLv2,2019-08-29_03-46-34,v0.4.15+commit.bbb8e64f,Default,3,0,4994
DragonsFightPlace,0xf575336f7e5714a480e9a65167133d15faa0eed6,422c74da11c78ee9,MIT,2020-03-03_23-59-09,v0.5.16+commit.9c3226ce,Default,150,0,11287
ROUTER,0xf43b86852796a7755089fff34ef94d36c0a9317f,2f5df6da0f8307f4,GNU GPLv3,2019-12-17_00-59-39,v0.5.13+commit.5b0b510c,Default,37,0,1113
DecentralizedAutonomousTrust,0xf58d3023f6b5894da1e161a29d91fac6d07db567,b669c7a5305441a,MIT,2020-01-02_20-30-01,v0.5.15+commit.6a57276f,Default,1,0,14732
LUCKYToken,0xE478d4F4a87D4D641AF97ca0b5Cc3dB61e266357,3e4cbc694837f2dc,MIT,2020-02-20_02-38-54,v0.5.15+commit.6a57276f,Default,10000,0,3839
SocialTradingManagerV2,0xBFE8Dd8b37E59E4848E32c9cf3fF1594D607Fa47,716ba62583071906,Apache-2.0,2020-03-25_22-29-33,v0.5.7+commit.6da8b019,byzantium,75,0,12093
PausableToken,0x411db93818dbd04d6a2bd46b8f4c4bd2e5f2fbc1,f4c6c0ad0451aa5,MIT,2020-01-17_10-54-30,v0.5.16+commit.9c3226ce,Default,9,0,9450
USDN,0x2253e7dbdb23d36fa2f4b86c8dc13b9ca29510ba,61470190372e4e89,MIT,2019-10-26_16-47-01,v0.4.26+commit.4563c3fc,Default,3,0,8821
oracleRegistry,0x7395ac9589a03dddfcff1c928ed1afbac3d7c32b,4219ebb1a3c75881,MIT,2020-01-22_12-17-20,v0.4.26+commit.4563c3fc,Default,4,0,2839
StorageUnit,0xa27f1c03ff60fa52827ef562ee7fdca3e97e23e1,2091c4ec7d0fd88f,GNU GPLv3,,v0.5.11+commit.c082d0b4,Default,0,0,244
DigitalSecretary,0x51e2a2885a6208948a4ce92dbc7cce619a65492d,557ec9d9b185c6d1,MIT,2020-01-29_21-15-28,v0.5.13+commit.5b0b510c,Default,1,0,3793
TrustlessTokenTransferTrade,0xa0db2db59bd7a8cb89b3f0dbe26ef2ac8352785d,126c725d9cebac0d,MIT,2020-01-17_08-57-48,v0.5.16+commit.9c3226ce,Default,2,0,3781
AdvancedTokenGameHub,0xbe88621ac812204645d8b71fde134949113f0f2f,60237e359a1a5fcb,MIT,2019-12-20_05-59-10,v0.4.16+commit.d7661dd9,Default,1,0,5070
RefundEscrow,0xbdb39870d0bb20df10913acdfce100029e2715a4,626215e9e9fcc21d,MIT,,v0.5.2+commit.1df8f40c,Default,0,0,3016
End,0xab14d3ce3f733cacb76ec2abe7d2fcb00c99f3d5,5f0f1820f16c821f,GNU GPLv3,,v0.5.12+commit.7709ece9,Default,0,0,14917
CCDM,0x4a545d2daaf639e144eadbd1906102cbbb7f5bf0,1e086f838f24a15f,MIT,2019-08-19_04-37-55,v0.4.23+commit.124ca40d,Default,14,0,1482
OasisTradeWrapper,0x9c499376b41a91349ff93f99462a65962653e104,59c2a924e7e76136,MIT,2020-06-03_14-42-10,v0.6.6+commit.6c089d02,Default,1,0,5149
ExchangerToken,0x3befe34ac47e7d6204470b28eeb515a69d4865d7,184861fa8376a562,MIT,2019-11-29_06-00-32,v0.5.12+commit.7709ece9,Default,31,114552467292351195,3361
CasinoCoin,0x8775aF59e4bbd8cD90F3a5FAe330BD270b850c64,f536637f2d1957f,MIT,2020-05-16_00-40-29,v0.5.17+commit.d19bba13,Default,2,0,3544
IEarnAPRWithPool,0x67ae39a2ee91d7258a86cd901b17527e19e493b3,1b460d0fb3eda2b2,MIT,2020-02-01_08-11-25,v0.5.12+commit.7709ece9,Default,1,0,12398
DSToken,0x72112ee2f2cfb1f8494e78e0c3166a77fb6a2d24,7c9ace3bb55d8266,MIT,2019-10-23_10-24-41,v0.4.24+commit.e67f0147,Default,115,0,7300
Bitcoffeen,0x708aA4e8AaeAaD6074dD09cc4e5C52A70452eB39,1691b6bc956abfda,MIT,2019-12-31_13-36-36,v0.5.12+commit.7709ece9,Default,219,0,2191
HltToken,0x58b942E23E1eD671413d149aFC5597D0d7202808,3eed4b0dd006c504,MIT,2019-10-18_08-41-33,v0.4.25+commit.59dbf8f1,Default,26,0,8608
Token,0x056a6724266920649540c169d8446ecffca25473,7197ced892225aa0,MIT,2020-05-19_09-29-50,v0.4.12+commit.194ff033,Default,3,0,7630
WrapConversionRate,0xfa8ff51e0c67600b9abe5c89b53cc36ee6c7bf76,442ceb678ada6f3,MIT,2019-10-31_08-19-16,v0.4.18+commit.9cf6e910,Default,12,0,6523
LexToken,0xcc834a2d56994b90bd754e34555e39f89953e8fe,6dd46cdbe6101020,MIT,2020-04-19_22-55-56,v0.5.14+commit.1f1aaa4,Default,1,0,10921
DepositRegistry,0xc234efe85f6f31c47485659e8deb21b0885118c5,4e387a7a43314c36,MIT,2020-03-17_11-35-55,v0.5.12+commit.7709ece9,Default,4,0,7272
NADToken,0x7a0d77445341aa4366896b4859fe2cfbf62e9a49,6bb2a7b3cd3ccfc6,MIT,2019-09-05_06-19-30,v0.4.21+commit.dfe3193c,Default,2,0,1637
OrchidLottery,0xCe259a837137B4515118a07f4feFD1C59Eb5C62e,565d8d7097825c0d,GNU GPLv3,2019-12-09_07-30-48,v0.5.13+commit.5b0b510c,Default,1,0,12149
EightyTwentyPortfolio,0xed6fe9e48c675170b8d6de9c00b52b6ebddffd4f,5f0d908a69350c04,MIT,2019-10-21_13-16-54,v0.4.26+commit.4563c3fc,Default,5,0,3301
DividendManager,0x973a4d00428dde6e5a9e87365eefd327cba8a015,25c2acde04949368,MIT,2019-07-23_16-01-08,v0.5.9+commit.e560f70d,Default,1,0,7359
GrantsDAO,0x333695a81c64a4c8777cb049f7f82b20ff82ccfa,69e3d2f5ccaf7426,MIT,2020-02-06_17-18-44,v0.5.13+commit.5b0b510c,Default,15,0,14732
CampaignBank,0xf26d144bd92260fb1c770b5b19b8caf2c5529e62,38456942785c22fa,MIT,2020-02-13_13-17-03,v0.5.16+commit.9c3226ce,Default,10000,0,6737
SSITToken,0xab0cae983e07c0614a06d08b43e00814365cceea,759db86a4a10089a,MIT,2019-12-16_21-23-42,v0.5.12+commit.7709ece9,Default,3,0,5044
SetStepFunctionWrapper2,0x635c47ab07b9d6fc3a52f705d494e7c30c0323d2,58824a6161732009,MIT,2020-01-15_22-15-39,v0.4.18+commit.9cf6e910,Default,1,0,4321
EthereumJS,0x486f5f39fbc8f1b4f390e7bfd57c6990dbd59a61,2f57427b85f89eed,MIT,2019-11-05_13-39-53,v0.5.11+commit.c082d0b4,Default,5,0,1489
WTether,0x47b2223eb33ba465abd6d4f9f2883c0932bc4b20,6ae8f6e3cd5e4a71,MIT,2019-12-02_05-29-40,v0.4.18+commit.9cf6e910,Default,4,0,3765
DaiBackstopSyndicateV1,0x00000000938f41360a846490409500d08919856c,782e5b8ccd2e2bba,MIT,2020-03-18_12-04-56,v0.5.16+commit.9c3226ce,Default,4,0,8576
ERC721Asset,0xc3724ecc219cfcbb29b6418ea8ec1dc91559ac12,7be1403243846a76,MIT,2020-05-26_20-43-22,v0.5.17+commit.d19bba13,Default,60,0,6155
TokenTimelock,0x4f96fcfdde47ba20580bd3ea17d03e9b8d543a82,1cc9a37a3939192c,MIT,2020-04-24_13-47-23,v0.6.6+commit.6c089d02,Default,6,0,1894
VokenPanel,0x974db013fa14c46a109013c5ffdde83836cc990c,797a8f197bbf4868,GNU GPLv3,2019-09-04_19-16-09,v0.5.11+commit.c082d0b4,Default,1,0,7073
LiquidityConversionRates,0xe393ef6fa3bbfc7e72a05bfd12ce88be5c7e46f0,59438f72b3802cf4,MIT,2019-12-12_15-03-31,v0.4.18+commit.9cf6e910,Default,4,0,8275
Oracle,0xc9e44a07a4bf7205125471509c325d006066cfab,64ad1661c2735c69,MIT,2020-02-25_23-11-41,v0.6.3+commit.8dda9521,Default,4,0,4700
ZTokens_ERC20,0xa2bbff7d7ae42d75174e5ded3db70840b4b6341c,74209119836dcc58,MIT,2020-04-26_20-42-33,v0.5.10+commit.5a6ea5b1,Default,1,0,4705
Robe,0xda39bebb3ffa095fed04634e288f0d4c53c7b12b,3dd31bc7338519f,MIT,2019-11-22_20-19-41,v0.5.13+commit.5b0b510c,Default,80,0,6830
FoxInvSplit,0xd69015163e250a70ee4a607812afda5372132cc4,70f7f7d93b5b3683,MIT,2020-05-18_12-53-20,v0.6.8+commit.0bbfe453,Default,8,0,727
NiceCoin,0xf0a98ed6ee2632ee6b073a13d69167b155b4a7cc,f8e4dd4a4abbcff,Unlicense,2019-10-30_02-01-59,v0.4.24+commit.e67f0147,Default,71,0,9333
Dividend,0xdb6f50cf0c521a98b6852839aa5cbea4e2430052,391fed517e87119e,GNU LGPLv3,2020-01-31_20-07-59,v0.5.16+commit.9c3226ce,Default,1,0,1879
KernelProxy,0xa4e649a289a826b1d9a71a3127494855679e0b3f,5d0724d3aa4b7afa,GNU GPLv3,2019-09-06_11-10-29,v0.4.24+commit.e67f0147,Default,1,0,898
GGCoin,0x64e3edbcc38212ff5934d1106abb161781723531,72aa7f2a473e3c4f,MIT,2020-04-08_17-56-43,v0.4.25+commit.59dbf8f1,Default,1,0,3969
StandardToken,0x41d6d16524b0fa908324230946bdf44dd68a61ed,65fd962f0f864c59,MIT,2019-09-26_09-37-27,v0.4.21+commit.dfe3193c,Default,36,0,5753
ltdFDTfactory,0xf155152d838b7a023317ad8c1e8c02aab7e8f2a2,2c34306b83e272e,MIT,2019-11-23_19-51-01,v0.5.9+commit.e560f70d,Default,4,0,11096
Types,0x6e1699545fa5dfcc4ef892c95ac7e38dcf9665a4,10a270432c66e9ec,Apache-2.0,2019-08-06_00-23-27,v0.5.10+commit.5a6ea5b1,Default,1,0,3628
DecentralizedAirdropToken,0xd2225c6eb3e8a102370fb38a89cce2094f74658f,34e15b37d8fcb9b5,MIT,2020-04-12_05-03-43,v0.4.24+commit.e67f0147,Default,1,0,5775
DharmaSmartWalletImplementationV6,0x0000000000ab32e9e7bd6bd3c37a7e99fb8c2d43,52712e0446c51f6f,MIT,,v0.5.11+commit.c082d0b4,Default,0,0,23417
Swap,0x617592b603a57B88dC4d2D9cFf180669390134bF,4e1dc8336a872436,MIT,2020-05-11_19-47-54,v0.5.16+commit.9c3226ce,Default,77,0,10158
GokuMarketCredit,0xa6272359bc37f61AF398071B65C8934ACA744d53,7558fce3842af3a,MIT,2020-02-05_09-20-04,v0.4.24+commit.e67f0147,Default,54,0,6258
XRA_TCJ_SWAP_TIMELOCK,0x5ea75c520bf489b33a13f42284d3ade09f550648,510caecd9d3b1c4f,MIT,2019-10-30_15-19-48,v0.5.12+commit.7709ece9,Default,1,0,1977
RampInstantEthPool,0xaa1ac1c849df066704f76b190af24724f6fa247c,10656fa571a4f180,MIT,2019-09-05_15-13-03,v0.5.10+commit.5a6ea5b1,Default,23,2020275630000000000,3787
VCTAToken,0x779e2e680fe3cc3144d3b1411a9c204072b26506,72fbe1fa9218cfa3,MIT,2019-08-11_23-18-09,v0.5.10+commit.5a6ea5b1,Default,474,0,1562
